strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
020200031001,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020502010506,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030401020402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200020504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020802030301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060200010301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400020309,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400030310,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090300060404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031502030302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050902010102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050902010402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201120106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070802080703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300030801,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300050504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010900010302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030601090206,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902060602,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202080101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302080402,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031501100403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201050405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040601020202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702010401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020503041102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030102030305,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030601050303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201100401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201120902,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070500050206,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090201080704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110701030102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120602010702,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030300020606,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403020404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701070108,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500011302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040801020105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401080103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
121101110702,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010802040302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080801030406,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
102300030504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100080206,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120302021105,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201090101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
121001020204,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010400020907,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040400030202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600011002,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070500030202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900050708,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020302020502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300010504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103002000604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
121101080205,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
040500040204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600030201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200110506,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700010903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070802050501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080402070302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080403020702,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101100307,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020700050301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700050803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700080701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050902030304,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200050106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080402060107,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090203100204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901061006,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031402020106,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500060204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010300031202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030201010303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030502040312,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301010610,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051401040903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600061003,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401070504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080102030607,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101010105,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010600031003,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030201050107,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080912,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080102020303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110701020101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030300070802,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301020110,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700010303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020600021003,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501070202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300120106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400030305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080202031208,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120302010701,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403010704,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051001,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071402010704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080102080803,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402020104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302021906,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041201030602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400040203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040500040408,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020503030102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020503050402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040601040301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200010204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080402010304,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020506,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030208,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060101050703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020501020305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090201050603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030201050204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300020504,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051302060702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200090704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070802080903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203010303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200040708,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040201020104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400010307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400010502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060102020401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000020305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201150206,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051302060303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060101030101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070500010305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030201010802,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040103020103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000030303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050301030406,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060300050102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200050501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020402031004,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040301100301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051301080805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080602010701,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111303030402,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120701010610,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020802020403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402010303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701020803,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302011103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700060305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030202040601,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040102011101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000080104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080203040305,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302010403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702040403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
121003020303,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030601080502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300110101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071402030105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031101010502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801011004,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101020405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060400050704,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070102060302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302100204,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030101020105,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300060102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070102030102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702010409,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102802020302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901030201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100080404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701011401,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050800011606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051202090105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060300051101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302060506,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102600080607,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111101010111,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010802050804,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020106,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020906,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300020907,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600020501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080500030101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020503061103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041402020903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102070505,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400070607,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070801010701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900031004,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030201020604,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500070208,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070500070102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120301080303,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020501061408,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402060902,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300050705,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040801030108,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600010504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102200030905,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100120502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020200060402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700010608,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702070802,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050306,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040801010411,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071100010803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401040108,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080202020206,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
011000050604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051001010403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010100040302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402060801,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602030401,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500020102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600010102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050702030401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050800010301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110902020203,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010500021513,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020502060402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030101070205,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701030704,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300091002,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601020605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050902031008,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051402010603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031501050909,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100030903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070300020305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900050701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020301010206,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031102030907,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700090705,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
041100040104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200120702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600010903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200050204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071402010405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001010404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110701030402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020401060812,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030502060405,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701040104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100061002,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030101020405,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300011004,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301010606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050200010104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051002030502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070101030902,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102801020806,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102902010502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111101050705,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020200010509,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020401050905,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030801012003,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700060103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040802010303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300040102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010400020504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031102010605,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040101010705,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040802040205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040802040501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000060205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400020605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400030610,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120602040406,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030502080602,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800030304,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201140701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110600010208,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020802011301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402050205,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403050501,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700050211,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401060701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120301080202,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120401020105,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010700010601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020502030106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700050405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031200030203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010108,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040900050110,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051100010404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102400110109,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200060702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030101070401,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100060903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080302060701,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010600030402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030601050402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800010906,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040802040408,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060200010905,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100030103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902040508,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
110300170402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110600060605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020501010803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041503060403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111101050701,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111401060505,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010700060803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901100202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402031203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201110604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060300021202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070200070802,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080202020506,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111102021104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400070106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010100040606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050301060205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001040409,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111401060106,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031402010102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201140801,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901060703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700040404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700090701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031300120302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040102010102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070802010103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080402020303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090203080502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400011201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070300030204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080801000502,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
102801031603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120402050100,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031101030402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501090106,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800020904,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500070604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
